"Recip_County","FIPS","year","total_vacc"
"Sierra County","06091",2021,0
"Sierra County","06091",2022,0
"Sierra County","35051",2020,0
"Sierra County","35051",2021,6853
"Sierra County","35051",2022,7479
"Silver Bow County","30093",2020,0
"Silver Bow County","30093",2021,20885
"Silver Bow County","30093",2022,22103
"Simpson County","21213",2020,0
"Simpson County","21213",2021,8922
"Simpson County","21213",2022,9739
"Simpson County","28127",2020,0
"Simpson County","28127",2021,11404
"Simpson County","28127",2022,12449
"Sioux County","19167",2020,0
"Sioux County","19167",2021,14000
"Sioux County","19167",2022,14949
"Sioux County","31165",2020,0
"Sioux County","31165",2021,277
"Sioux County","31165",2022,308
"Sioux County","38085",2020,0
"Sioux County","38085",2021,1969
"Sioux County","38085",2022,2802
"Siskiyou County","06093",2020,0
"Siskiyou County","06093",2021,22277
"Siskiyou County","06093",2022,24228
"Sitka City and Borough","02220",2020,0
"Sitka City and Borough","02220",2021,6180
"Sitka City and Borough","02220",2022,6880
"Skagit County","53057",2020,0
"Skagit County","53057",2021,82826
"Skagit County","53057",2022,89851
"Skagway Municipality","02230",2020,0
"Skagway Municipality","02230",2021,839
"Skagway Municipality","02230",2022,879
"Skamania County","53059",2020,0
"Skamania County","53059",2021,4479
"Skamania County","53059",2022,4867
"Slope County","38087",2020,0
"Slope County","38087",2021,80
"Slope County","38087",2022,85
"Smith County","20183",2020,0
"Smith County","20183",2021,1552
"Smith County","20183",2022,1643
"Smith County","28129",2020,0
"Smith County","28129",2021,5178
"Smith County","28129",2022,5616
"Smith County","47159",2020,0
"Smith County","47159",2021,6358
"Smith County","47159",2022,6852
"Smith County","48423",2020,0
"Smith County","48423",2021,101598
"Smith County","48423",2022,109376
"Smyth County","51173",2020,0
"Smyth County","51173",2021,13965
"Smyth County","51173",2022,15002
"Snohomish County","53061",2020,0
"Snohomish County","53061",2021,549160
"Snohomish County","53061",2022,604467
"Snyder County","42109",2020,0
"Snyder County","42109",2021,16658
"Snyder County","42109",2022,18350
"Socorro County","35053",2020,0
"Socorro County","35053",2021,10751
"Socorro County","35053",2022,11914
"Solano County","06095",2020,0
"Solano County","06095",2021,280119
"Solano County","06095",2022,318710
"Somerset County","23025",2020,0
"Somerset County","23025",2021,29907
"Somerset County","23025",2022,32484
"Somerset County","24039",2020,0
"Somerset County","24039",2021,12160
"Somerset County","24039",2022,13297
"Somerset County","34035",2020,0
"Somerset County","34035",2021,236966
"Somerset County","34035",2022,262099
"Somerset County","42111",2020,0
"Somerset County","42111",2021,33881
"Somerset County","42111",2022,37583
"Somervell County","48425",2020,0
"Somervell County","48425",2021,3966
"Somervell County","48425",2022,4169
"Sonoma County","06097",2020,0
"Sonoma County","06097",2021,365037
"Sonoma County","06097",2022,399498
"Southampton County","51175",2020,0
"Southampton County","51175",2021,6329
"Southampton County","51175",2022,6644
"Southeast Fairbanks Census Area","02240",2020,0
"Southeast Fairbanks Census Area","02240",2021,2233
"Southeast Fairbanks Census Area","02240",2022,2962
"Spalding County","13255",2020,0
"Spalding County","13255",2021,12663
"Spalding County","13255",2022,27839
"Spartanburg County","45083",2020,0
"Spartanburg County","45083",2021,134198
"Spartanburg County","45083",2022,145049
"Spencer County","18147",2020,0
"Spencer County","18147",2021,8704
"Spencer County","18147",2022,9462
"Spencer County","21215",2020,0
"Spencer County","21215",2021,5462
"Spencer County","21215",2022,6039
"Spink County","46115",2020,0
"Spink County","46115",2021,3208
"Spink County","46115",2022,3481
"Spokane County","53063",2020,0
"Spokane County","53063",2021,303736
"Spokane County","53063",2022,335074
"Spotsylvania County","51177",2020,0
"Spotsylvania County","51177",2021,58905
"Spotsylvania County","51177",2022,61697
"St. Bernard Parish","22087",2020,0
"St. Bernard Parish","22087",2021,21830
"St. Bernard Parish","22087",2022,23857
"St. Charles County","29183",2020,0
"St. Charles County","29183",2021,236342
"St. Charles County","29183",2022,257418
"St. Charles Parish","22089",2020,0
"St. Charles Parish","22089",2021,28644
"St. Charles Parish","22089",2022,30822
"St. Clair County","01115",2020,0
"St. Clair County","01115",2021,33377
"St. Clair County","01115",2022,36166
"St. Clair County","17163",2020,0
"St. Clair County","17163",2021,154602
"St. Clair County","17163",2022,170227
"St. Clair County","26147",2020,0
"St. Clair County","26147",2021,76304
"St. Clair County","26147",2022,79803
"St. Clair County","29185",2020,0
"St. Clair County","29185",2021,3122
"St. Clair County","29185",2022,3334
"St. Croix County","55109",2020,0
"St. Croix County","55109",2021,43311
"St. Croix County","55109",2022,48238
"St. Croix Island","78010",2020,0
"St. Croix Island","78010",2021,21166
"St. Croix Island","78010",2022,23095
"St. Francis County","05123",2020,0
"St. Francis County","05123",2021,11888
"St. Francis County","05123",2022,13052
"St. Francois County","29187",2020,0
"St. Francois County","29187",2021,28034
"St. Francois County","29187",2022,30230
"St. Helena Parish","22091",2020,0
"St. Helena Parish","22091",2021,2987
"St. Helena Parish","22091",2022,3267
"St. James Parish","22093",2020,0
"St. James Parish","22093",2021,10436
"St. James Parish","22093",2022,11163
"St. John Island","78020",2020,0
"St. John Island","78020",2021,2904
"St. John Island","78020",2022,3193
"St. John the Baptist Parish","22095",2020,0
"St. John the Baptist Parish","22095",2021,24174
"St. John the Baptist Parish","22095",2022,26399
"St. Johns County","12109",2020,162
"St. Johns County","12109",2021,177378
"St. Johns County","12109",2022,191741
"St. Joseph County","18141",2020,0
"St. Joseph County","18141",2021,151732
"St. Joseph County","18141",2022,166721
"St. Joseph County","26149",2020,0
"St. Joseph County","26149",2021,26494
"St. Joseph County","26149",2022,27961
"St. Landry Parish","22097",2020,0
"St. Landry Parish","22097",2021,32364
"St. Landry Parish","22097",2022,35428
"St. Lawrence County","36089",2020,0
"St. Lawrence County","36089",2021,63146
"St. Lawrence County","36089",2022,67269
"St. Louis County","27137",2020,0
"St. Louis County","27137",2021,128319
"St. Louis County","27137",2022,138160
"St. Louis County","29189",2020,0
"St. Louis County","29189",2021,604056
"St. Louis County","29189",2022,676575
"St. Louis city","29510",2020,0
"St. Louis city","29510",2021,165556
"St. Louis city","29510",2022,190157
"St. Lucie County","12111",2020,0
"St. Lucie County","12111",2021,183194
"St. Lucie County","12111",2022,198248
"St. Martin Parish","22099",2020,0
"St. Martin Parish","22099",2021,20641
"St. Martin Parish","22099",2022,22008
"St. Mary Parish","22101",2020,0
"St. Mary Parish","22101",2021,21225
"St. Mary Parish","22101",2022,22798
"St. Mary's County","24037",2020,0
"St. Mary's County","24037",2021,73400
"St. Mary's County","24037",2022,77970
"St. Tammany Parish","22103",2020,148
"St. Tammany Parish","22103",2021,141779
"St. Tammany Parish","22103",2022,151697
"St. Thomas Island","78030",2020,0
"St. Thomas Island","78030",2021,22644
"St. Thomas Island","78030",2022,24907
"Stafford County","20185",2020,0
"Stafford County","20185",2021,1849
"Stafford County","20185",2022,1991
"Stafford County","51179",2020,0
"Stafford County","51179",2021,80693
"Stafford County","51179",2022,93559
"Stanislaus County","06099",2020,0
"Stanislaus County","06099",2021,312788
"Stanislaus County","06099",2022,256355
"Stanley County","46117",2020,0
"Stanley County","46117",2021,1759
"Stanley County","46117",2022,1950
"Stanly County","37167",2020,0
"Stanly County","37167",2021,25210
"Stanly County","37167",2022,29427
"Stanton County","20187",2020,0
"Stanton County","20187",2021,981
"Stanton County","20187",2022,1050
"Stanton County","31167",2020,0
"Stanton County","31167",2021,1614
"Stanton County","31167",2022,1733
"Stark County","17175",2020,0
"Stark County","17175",2021,2718
"Stark County","17175",2022,2914
"Stark County","38089",2020,0
"Stark County","38089",2021,11075
"Stark County","38089",2022,12088
"Stark County","39151",2020,0
"Stark County","39151",2021,193110
"Stark County","39151",2022,209166
"Starke County","18149",2020,0
"Starke County","18149",2021,8079
"Starke County","18149",2022,8924
"Starr County","48427",2020,0
"Starr County","48427",2021,46440
"Starr County","48427",2022,66334
"Staunton city","51790",2020,0
"Staunton city","51790",2021,11595
"Staunton city","51790",2022,11727
"Ste. Genevieve County","29186",2020,0
"Ste. Genevieve County","29186",2021,7782
"Ste. Genevieve County","29186",2022,8272
"Stearns County","27145",2020,0
"Stearns County","27145",2021,90027
"Stearns County","27145",2022,98660
"Steele County","27147",2020,0
"Steele County","27147",2021,21412
"Steele County","27147",2022,22989
"Steele County","38091",2020,0
"Steele County","38091",2021,851
"Steele County","38091",2022,922
"Stephens County","13257",2020,0
"Stephens County","13257",2021,4394
"Stephens County","13257",2022,11065
"Stephens County","40137",2020,0
"Stephens County","40137",2021,19510
"Stephens County","40137",2022,21356
"Stephens County","48429",2020,0
"Stephens County","48429",2021,3303
"Stephens County","48429",2022,3478
"Stephenson County","17177",2020,0
"Stephenson County","17177",2021,25730
"Stephenson County","17177",2022,27892
"Sterling County","48431",2020,0
"Sterling County","48431",2021,501
"Sterling County","48431",2022,504
"Steuben County","18151",2020,0
"Steuben County","18151",2021,15809
"Steuben County","18151",2022,17081
"Steuben County","36101",2020,0
"Steuben County","36101",2021,54670
"Steuben County","36101",2022,60254
"Stevens County","20189",2020,0
"Stevens County","20189",2021,1953
"Stevens County","20189",2022,2241
"Stevens County","27149",2020,0
"Stevens County","27149",2021,5434
"Stevens County","27149",2022,5892
"Stevens County","53065",2020,0
"Stevens County","53065",2021,17229
"Stevens County","53065",2022,18593
"Stewart County","13259",2020,0
"Stewart County","13259",2021,1405
"Stewart County","13259",2022,2220
"Stewart County","47161",2020,0
"Stewart County","47161",2021,5619
"Stewart County","47161",2022,6262
"Stillwater County","30095",2020,0
"Stillwater County","30095",2021,3932
"Stillwater County","30095",2022,4190
"Stoddard County","29207",2020,0
"Stoddard County","29207",2021,11077
"Stoddard County","29207",2022,11922
"Stokes County","37169",2020,0
"Stokes County","37169",2021,20233
"Stokes County","37169",2022,23115
"Stone County","05137",2020,0
"Stone County","05137",2021,4401
"Stone County","05137",2022,4870
"Stone County","28131",2020,0
"Stone County","28131",2021,7994
"Stone County","28131",2022,8689
"Stone County","29209",2020,0
"Stone County","29209",2021,11639
"Stone County","29209",2022,12445
"Stonewall County","48433",2020,0
"Stonewall County","48433",2021,527
"Stonewall County","48433",2022,555
"Storey County","32029",2020,0
"Storey County","32029",2021,805
"Storey County","32029",2022,1036
"Story County","19169",2020,0
"Story County","19169",2021,59322
"Story County","19169",2022,63660
"Strafford County","33017",2020,0
"Strafford County","33017",2021,79603
"Strafford County","33017",2022,83968
"Stutsman County","38093",2020,0
"Stutsman County","38093",2021,10697
"Stutsman County","38093",2022,11562
"Sublette County","56035",2020,0
"Sublette County","56035",2021,3285
"Sublette County","56035",2022,3828
"Suffolk County","25025",2020,0
"Suffolk County","25025",2021,556932
"Suffolk County","25025",2022,625005
"Suffolk County","36103",2020,79
"Suffolk County","36103",2021,1059642
"Suffolk County","36103",2022,1161349
"Suffolk city","51800",2020,0
"Suffolk city","51800",2021,45130
"Suffolk city","51800",2022,50697
"Sullivan County","18153",2020,0
"Sullivan County","18153",2021,9856
"Sullivan County","18153",2022,10676
"Sullivan County","29211",2020,0
"Sullivan County","29211",2021,2501
"Sullivan County","29211",2022,2709
"Sullivan County","33019",2020,0
"Sullivan County","33019",2021,26253
"Sullivan County","33019",2022,27928
"Sullivan County","36105",2020,0
"Sullivan County","36105",2021,43444
"Sullivan County","36105",2022,47637
"Sullivan County","42113",2020,0
"Sullivan County","42113",2021,3127
"Sullivan County","42113",2022,3418
"Sullivan County","47163",2020,0
"Sullivan County","47163",2021,85613
"Sullivan County","47163",2022,92229
"Sully County","46119",2020,0
"Sully County","46119",2021,602
"Sully County","46119",2022,656
"Summers County","54089",2020,0
"Summers County","54089",2021,7721
"Summers County","54089",2022,8148
"Summit County","08117",2020,0
"Summit County","08117",2021,25161
"Summit County","08117",2022,27201
"Summit County","39153",2020,0
"Summit County","39153",2021,327306
"Summit County","39153",2022,355617
"Summit County","49043",2020,0
"Summit County","49043",2021,35267
"Summit County","49043",2022,38882
"Sumner County","20191",2020,0
"Sumner County","20191",2021,9459
"Sumner County","20191",2022,10346
"Sumner County","47165",2020,60
"Sumner County","47165",2021,87755
"Sumner County","47165",2022,95634
"Sumter County","01119",2020,0
"Sumter County","01119",2021,5947
"Sumter County","01119",2022,6722
"Sumter County","12119",2020,22
"Sumter County","12119",2021,103443
"Sumter County","12119",2022,110083
"Sumter County","13261",2020,0
"Sumter County","13261",2021,12318
"Sumter County","13261",2022,15894
"Sumter County","45085",2020,0
"Sumter County","45085",2021,51916
"Sumter County","45085",2022,63024
"Sunflower County","28133",2020,0
"Sunflower County","28133",2021,12655
"Sunflower County","28133",2022,13732
"Surry County","37171",2020,0
"Surry County","37171",2021,35742
"Surry County","37171",2022,39714
"Surry County","51181",2020,0
"Surry County","51181",2021,3396
"Surry County","51181",2022,3635
"Susquehanna County","42115",2020,0
"Susquehanna County","42115",2021,17873
"Susquehanna County","42115",2022,20527
"Sussex County","10005",2020,0
"Sussex County","10005",2021,150364
"Sussex County","10005",2022,169902
"Sussex County","34037",2020,0
"Sussex County","34037",2021,84242
"Sussex County","34037",2022,91449
"Sussex County","51183",2020,0
"Sussex County","51183",2021,3840
"Sussex County","51183",2022,4046
"Sutter County","06101",2020,0
"Sutter County","06101",2021,54450
"Sutter County","06101",2022,60885
"Sutton County","48435",2020,0
"Sutton County","48435",2021,1582
"Sutton County","48435",2022,1672
"Suwannee County","12121",2020,0
"Suwannee County","12121",2021,16238
"Suwannee County","12121",2022,17555
"Swain County","37173",2020,0
"Swain County","37173",2021,7684
"Swain County","37173",2022,8962
"Sweet Grass County","30097",2020,0
"Sweet Grass County","30097",2021,1461
"Sweet Grass County","30097",2022,1567
"Sweetwater County","56037",2020,0
"Sweetwater County","56037",2021,18777
"Sweetwater County","56037",2022,22281
"Swift County","27151",2020,0
"Swift County","27151",2021,5144
"Swift County","27151",2022,5521
"Swisher County","48437",2020,0
"Swisher County","48437",2021,2888
"Swisher County","48437",2022,3018
"Switzerland County","18155",2020,0
"Switzerland County","18155",2021,3196
"Switzerland County","18155",2022,3471
"Talbot County","13263",2020,0
"Talbot County","13263",2021,2005
"Talbot County","13263",2022,3086
"Talbot County","24041",2020,0
"Talbot County","24041",2021,26012
"Talbot County","24041",2022,28468
"Taliaferro County","13265",2020,0
"Taliaferro County","13265",2021,384
"Taliaferro County","13265",2022,798
"Talladega County","01121",2020,0
"Talladega County","01121",2021,28085
"Talladega County","01121",2022,30180
"Tallahatchie County","28135",2020,0
"Tallahatchie County","28135",2021,5479
"Tallahatchie County","28135",2022,5893
"Tallapoosa County","01123",2020,0
"Tallapoosa County","01123",2021,15036
"Tallapoosa County","01123",2022,16025
"Tama County","19171",2020,0
"Tama County","19171",2021,10138
"Tama County","19171",2022,10854
"Taney County","29213",2020,0
"Taney County","29213",2021,21816
"Taney County","29213",2022,23443
"Tangipahoa Parish","22105",2020,0
"Tangipahoa Parish","22105",2021,59249
"Tangipahoa Parish","22105",2022,64506
"Taos County","35055",2020,0
"Taos County","35055",2021,25984
"Taos County","35055",2022,28439
"Tarrant County","48439",2020,0
"Tarrant County","48439",2021,1130312
"Tarrant County","48439",2022,1216982
"Tate County","28137",2020,0
"Tate County","28137",2021,12059
"Tate County","28137",2022,13146
"Tattnall County","13267",2020,0
"Tattnall County","13267",2021,4178
"Tattnall County","13267",2022,8556
"Taylor County","12123",2020,0
"Taylor County","12123",2021,8299
"Taylor County","12123",2022,8997
"Taylor County","13269",2020,0
"Taylor County","13269",2021,2486
"Taylor County","13269",2022,3756
"Taylor County","19173",2020,0
"Taylor County","19173",2021,2780
"Taylor County","19173",2022,2947
"Taylor County","21217",2020,0
"Taylor County","21217",2021,11897
"Taylor County","21217",2022,12734
"Taylor County","48441",2020,0
"Taylor County","48441",2021,64417
"Taylor County","48441",2022,70819
"Taylor County","54091",2020,0
"Taylor County","54091",2021,7704
"Taylor County","54091",2022,8106
"Taylor County","55119",2020,0
"Taylor County","55119",2021,6930
"Taylor County","55119",2022,7385
"Tazewell County","17179",2020,0
"Tazewell County","17179",2021,74882
"Tazewell County","17179",2022,79863
"Tazewell County","51185",2020,0
"Tazewell County","51185",2021,16967
"Tazewell County","51185",2022,18569
"Tehama County","06103",2020,0
"Tehama County","06103",2021,25789
"Tehama County","06103",2022,28936
"Telfair County","13271",2020,0
"Telfair County","13271",2021,3185
"Telfair County","13271",2022,4789
"Teller County","08119",2020,0
"Teller County","08119",2021,13231
"Teller County","08119",2022,14191
"Tensas Parish","22107",2020,0
"Tensas Parish","22107",2021,2599
"Tensas Parish","22107",2022,2789
"Terrebonne Parish","22109",2020,0
"Terrebonne Parish","22109",2021,47425
"Terrebonne Parish","22109",2022,51562
"Terrell County","13273",2020,0
"Terrell County","13273",2021,2649
"Terrell County","13273",2022,5084
"Terrell County","48443",2020,0
"Terrell County","48443",2021,398
"Terrell County","48443",2022,412
"Terry County","48445",2020,0
"Terry County","48445",2021,4995
"Terry County","48445",2022,5217
"Teton County","16081",2020,0
"Teton County","16081",2021,6771
"Teton County","16081",2022,8011
"Teton County","30099",2020,0
"Teton County","30099",2021,2479
"Teton County","30099",2022,2666
"Teton County","56039",2020,0
"Teton County","56039",2021,20873
"Teton County","56039",2022,22689
"Texas County","29215",2020,0
"Texas County","29215",2021,7922
"Texas County","29215",2022,8554
"Texas County","40139",2020,0
"Texas County","40139",2021,8351
"Texas County","40139",2022,9400
"Thayer County","31169",2020,0
"Thayer County","31169",2021,2296
"Thayer County","31169",2022,2441
"Thomas County","13275",2020,0
"Thomas County","13275",2021,12038
"Thomas County","13275",2022,22377
"Thomas County","20193",2020,0
"Thomas County","20193",2021,3109
"Thomas County","20193",2022,3326
"Thomas County","31171",2020,0
"Thomas County","31171",2021,174
"Thomas County","31171",2022,185
"Throckmorton County","48447",2020,0
"Throckmorton County","48447",2021,599
"Throckmorton County","48447",2022,610
"Thurston County","31173",2020,0
"Thurston County","31173",2021,4721
"Thurston County","31173",2022,5975
"Thurston County","53067",2020,0
"Thurston County","53067",2021,184107
"Thurston County","53067",2022,211940
"Tift County","13277",2020,0
"Tift County","13277",2021,9536
"Tift County","13277",2022,17044
"Tillamook County","41057",2020,0
"Tillamook County","41057",2021,16880
"Tillamook County","41057",2022,18045
"Tillman County","40141",2020,0
"Tillman County","40141",2021,3426
"Tillman County","40141",2022,3750
"Tioga County","36107",2020,0
"Tioga County","36107",2021,27898
"Tioga County","36107",2022,30516
"Tioga County","42117",2020,0
"Tioga County","42117",2021,17758
"Tioga County","42117",2022,19855
"Tippah County","28139",2020,0
"Tippah County","28139",2021,8824
"Tippah County","28139",2022,9522
"Tippecanoe County","18157",2020,0
"Tippecanoe County","18157",2021,108052
"Tippecanoe County","18157",2022,117257
"Tipton County","18159",2020,0
"Tipton County","18159",2021,6600
"Tipton County","18159",2022,7134
"Tipton County","47167",2020,0
"Tipton County","47167",2021,23569
"Tipton County","47167",2022,25694
"Tishomingo County","28141",2020,0
"Tishomingo County","28141",2021,7205
"Tishomingo County","28141",2022,7703
"Titus County","48449",2020,0
"Titus County","48449",2021,11948
"Titus County","48449",2022,13186
"Toa Alta Municipio","72135",2020,0
"Toa Alta Municipio","72135",2021,46825
"Toa Alta Municipio","72135",2022,52777
"Toa Baja Municipio","72137",2020,0
"Toa Baja Municipio","72137",2021,53738
"Toa Baja Municipio","72137",2022,61041
"Todd County","21219",2020,0
"Todd County","21219",2021,4921
"Todd County","21219",2022,5406
"Todd County","27153",2020,0
"Todd County","27153",2021,10060
"Todd County","27153",2022,10902
"Todd County","46121",2020,0
"Todd County","46121",2021,6039
"Todd County","46121",2022,8124
"Tolland County","09013",2020,0
"Tolland County","09013",2021,97105
"Tolland County","09013",2022,104633
"Tom Green County","48451",2020,0
"Tom Green County","48451",2021,59697
"Tom Green County","48451",2022,60684
"Tompkins County","36109",2020,0
"Tompkins County","36109",2021,78514
"Tompkins County","36109",2022,85476
"Tooele County","49045",2020,0
"Tooele County","49045",2021,39713
"Tooele County","49045",2022,43999
"Toole County","30101",2020,0
"Toole County","30101",2021,2093
"Toole County","30101",2022,2248
"Toombs County","13279",2020,0
"Toombs County","13279",2021,6279
"Toombs County","13279",2022,11536
"Torrance County","35057",2020,0
"Torrance County","35057",2021,7117
"Torrance County","35057",2022,7763
"Towner County","38095",2020,0
"Towner County","38095",2021,1014
"Towner County","38095",2022,1088
"Towns County","13281",2020,0
"Towns County","13281",2021,2086
"Towns County","13281",2022,6080
"Traill County","38097",2020,0
"Traill County","38097",2021,4226
"Traill County","38097",2022,4530
"Transylvania County","37175",2020,0
"Transylvania County","37175",2021,18259
"Transylvania County","37175",2022,21709
"Traverse County","27155",2020,0
"Traverse County","27155",2021,1984
"Traverse County","27155",2022,2179
"Travis County","48453",2020,0
"Travis County","48453",2021,849025
"Travis County","48453",2022,915619
"Treasure County","30103",2020,0
"Treasure County","30103",2021,329
"Treasure County","30103",2022,344
"Trego County","20195",2020,0
"Trego County","20195",2021,1079
"Trego County","20195",2022,1119
"Trempealeau County","55121",2020,0
"Trempealeau County","55121",2021,18775
"Trempealeau County","55121",2022,20241
"Treutlen County","13283",2020,0
"Treutlen County","13283",2021,1289
"Treutlen County","13283",2022,2491
"Trigg County","21221",2020,0
"Trigg County","21221",2021,6622
"Trigg County","21221",2022,7127
"Trimble County","21223",2020,0
"Trimble County","21223",2021,3506
"Trimble County","21223",2022,3867
"Trinity County","06105",2020,0
"Trinity County","06105",2021,0
"Trinity County","06105",2022,0
"Trinity County","48455",2020,0
"Trinity County","48455",2021,5538
"Trinity County","48455",2022,5754
"Tripp County","46123",2020,0
"Tripp County","46123",2021,2354
"Tripp County","46123",2022,2567
"Troup County","13285",2020,0
"Troup County","13285",2021,16656
"Troup County","13285",2022,26756
"Trousdale County","47169",2020,0
"Trousdale County","47169",2021,3976
"Trousdale County","47169",2022,4249
"Trujillo Alto Municipio","72139",2020,0
"Trujillo Alto Municipio","72139",2021,29959
"Trujillo Alto Municipio","72139",2022,50420
"Trumbull County","39155",2020,0
"Trumbull County","39155",2021,104487
"Trumbull County","39155",2022,112073
"Tucker County","54093",2020,0
"Tucker County","54093",2021,4021
"Tucker County","54093",2022,4291
"Tulare County","06107",2020,0
"Tulare County","06107",2021,229808
"Tulare County","06107",2022,260751
"Tulsa County","40143",2020,0
"Tulsa County","40143",2021,381706
"Tulsa County","40143",2022,426567
"Tunica County","28143",2020,0
"Tunica County","28143",2021,4647
"Tunica County","28143",2022,5172
"Tuolumne County","06109",2020,0
"Tuolumne County","06109",2021,31261
"Tuolumne County","06109",2022,28467
"Turner County","13287",2020,0
"Turner County","13287",2021,1965
"Turner County","13287",2022,4103
"Turner County","46125",2020,0
"Turner County","46125",2021,4283
"Turner County","46125",2022,4706
"Tuscaloosa County","01125",2020,0
"Tuscaloosa County","01125",2021,87045
"Tuscaloosa County","01125",2022,94908
"Tuscarawas County","39157",2020,0
"Tuscarawas County","39157",2021,39134
"Tuscarawas County","39157",2022,42172
"Tuscola County","26157",2020,0
"Tuscola County","26157",2021,23210
"Tuscola County","26157",2022,24423
"Twiggs County","13289",2020,0
"Twiggs County","13289",2021,1354
"Twiggs County","13289",2022,4513
"Twin Falls County","16083",2020,0
"Twin Falls County","16083",2021,37118
"Twin Falls County","16083",2022,44934
"Tyler County","48457",2020,0
"Tyler County","48457",2021,7515
"Tyler County","48457",2022,7994
"Tyler County","54095",2020,0
"Tyler County","54095",2021,3522
"Tyler County","54095",2022,3709
"Tyrrell County","37177",2020,0
"Tyrrell County","37177",2021,1891
"Tyrrell County","37177",2022,2032
"Uinta County","56041",2020,0
"Uinta County","56041",2021,9397
"Uinta County","56041",2022,10875
"Uintah County","49047",2020,0
"Uintah County","49047",2021,14066
"Uintah County","49047",2022,16063
"Ulster County","36111",2020,0
"Ulster County","36111",2021,123525
"Ulster County","36111",2022,134392
"Umatilla County","41059",2020,0
"Umatilla County","41059",2021,41327
"Umatilla County","41059",2022,44979
"Unicoi County","47171",2020,0
"Unicoi County","47171",2021,9333
"Unicoi County","47171",2022,9947
"Union County","05139",2020,0
"Union County","05139",2021,17866
"Union County","05139",2022,19979
"Union County","12125",2020,0
"Union County","12125",2021,5237
"Union County","12125",2022,5608
"Union County","13291",2020,0
"Union County","13291",2021,4520
"Union County","13291",2022,11542
"Union County","17181",2020,0
"Union County","17181",2021,8926
"Union County","17181",2022,9748
"Union County","18161",2020,0
"Union County","18161",2021,3341
"Union County","18161",2022,3756
"Union County","19175",2020,0
"Union County","19175",2021,6070
"Union County","19175",2022,6450
"Union County","21225",2020,0
"Union County","21225",2021,5713
"Union County","21225",2022,6292
"Union County","28145",2020,0
"Union County","28145",2021,10903
"Union County","28145",2022,11629
"Union County","34039",2020,0
"Union County","34039",2021,370482
"Union County","34039",2022,416005
"Union County","35059",2020,0
"Union County","35059",2021,1735
"Union County","35059",2022,1872
"Union County","37179",2020,0
"Union County","37179",2021,126671
"Union County","37179",2022,146345
"Union County","39159",2020,0
"Union County","39159",2021,35128
"Union County","39159",2022,38747
"Union County","41061",2020,0
"Union County","41061",2021,12713
"Union County","41061",2022,13681
"Union County","42119",2020,0
"Union County","42119",2021,24668
"Union County","42119",2022,26988
"Union County","45087",2020,0
"Union County","45087",2021,10821
"Union County","45087",2022,11820
"Union County","46127",2020,0
"Union County","46127",2021,7851
"Union County","46127",2022,8970
"Union County","47173",2020,0
"Union County","47173",2021,6698
"Union County","47173",2022,7147
"Union Parish","22111",2020,0
"Union Parish","22111",2021,9592
"Union Parish","22111",2022,10324
"Unknown County","UNK",2020,8062
"Unknown County","UNK",2021,10091303
"Unknown County","UNK",2022,9705580
"Upshur County","48459",2020,0
"Upshur County","48459",2021,13603
"Upshur County","48459",2022,14450
"Upshur County","54097",2020,0
"Upshur County","54097",2021,11805
"Upshur County","54097",2022,12464
"Upson County","13293",2020,0
"Upson County","13293",2021,10139
"Upson County","13293",2022,12249
"Upton County","48461",2020,0
"Upton County","48461",2021,1436
"Upton County","48461",2022,1466
"Utah County","49049",2020,0
"Utah County","49049",2021,331022
"Utah County","49049",2022,382502
"Utuado Municipio","72141",2020,0
"Utuado Municipio","72141",2021,18942
"Utuado Municipio","72141",2022,21289
"Uvalde County","48463",2020,0
"Uvalde County","48463",2021,13734
"Uvalde County","48463",2022,14874
"Val Verde County","48465",2020,0
"Val Verde County","48465",2021,31039
"Val Verde County","48465",2022,34788
"Valdez-Cordova Census Area","02261",2020,0
"Valdez-Cordova Census Area","02261",2021,5125
"Valdez-Cordova Census Area","02261",2022,5955
"Valencia County","35061",2020,0
"Valencia County","35061",2021,42872
"Valencia County","35061",2022,47780
"Valley County","16085",2020,0
"Valley County","16085",2021,6249
"Valley County","16085",2022,7369
"Valley County","30105",2020,0
"Valley County","30105",2021,3298
"Valley County","30105",2022,3608
"Valley County","31175",2020,0
"Valley County","31175",2021,1321
"Valley County","31175",2022,1425
"Van Buren County","05141",2020,0
"Van Buren County","05141",2021,6686
"Van Buren County","05141",2022,7259
"Van Buren County","19177",2020,0
"Van Buren County","19177",2021,2870
"Van Buren County","19177",2022,3029
"Van Buren County","26159",2020,0
"Van Buren County","26159",2021,41169
"Van Buren County","26159",2022,44563
"Van Buren County","47175",2020,0
"Van Buren County","47175",2021,3305
"Van Buren County","47175",2022,3499
"Van Wert County","39161",2020,0
"Van Wert County","39161",2021,11724
"Van Wert County","39161",2022,12653
"Van Zandt County","48467",2020,0
"Van Zandt County","48467",2021,20471
"Van Zandt County","48467",2022,21489
"Vance County","37181",2020,0
"Vance County","37181",2021,23820
"Vance County","37181",2022,27745
"Vanderburgh County","18163",2020,0
"Vanderburgh County","18163",2021,100240
"Vanderburgh County","18163",2022,109164
"Vega Alta Municipio","72143",2020,0
"Vega Alta Municipio","72143",2021,22731
"Vega Alta Municipio","72143",2022,26648
"Vega Baja Municipio","72145",2020,0
"Vega Baja Municipio","72145",2021,38701
"Vega Baja Municipio","72145",2022,44487
